Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,1,Festive Funeral,Throne of Eldraine,87,,,foil,,,,,,,$0.00
1,1,Fire Elemental,Core Set 2019,141,,,,,,,,,,$0.00
2,2,Fortress Crab,Core Set 2020,60,,,,,,,,,,$0.00
2,2,Frenzied Arynx,Ravnica Allegiance,173,,,,,,,,,,$0.00
2,2,Gideon's Triumph,War of the Spark,15,,,,,,,,,,$0.00
2,2,Goblin Locksmith,Guilds of Ravnica,104,,,,,,,,,,$0.00
1,1,Goblin Smuggler,Core Set 2020,144,,,,,,,,,,$0.00
2,2,Grim Initiate,War of the Spark,130,,,,,,,,,,$0.00
2,2,Growth Cycle,Core Set 2020,175,,,,,,,,,,$0.00
2,2,Gruul Guildgate,Ravnica Allegiance,249,,,,,,,,,,$0.00
1,1,Hekma Sentinels,Amonkhet,56,,,,,,,,,,$0.00
1,0,Hoisted Hireling,"",,Near Mint,English,,,,,,,,$0.00
1,0,Howl of the Hunt,Innistrad: Midnight Hunt,188,,,,,,,,,,$0.00
2,2,Ichthyomorphosis,Theros Beyond Death,51,,,,,,,,,,$0.00
1,1,Impeccable Timing,Kaladesh,19,,,,,,,,,,$0.00
1,1,In Oketra's Name,Amonkhet,19,,,,,,,,,,$0.00
1,1,Inspiring Captain,Core Set 2020,25,,,,,,,,,,$0.00
1,1,Invoke the Divine,Core Set 2019,16,,,,,,,,,,$0.00
1,1,Izzet Guildgate,Guilds of Ravnica,252,,,,,,,,,,$0.00
5,5,Jaya's Greeting,War of the Spark,136,,,,,,,,,,$0.00
5,5,Jousting Dummy,Throne of Eldraine,224,,,,,,,,,,$0.00
1,1,Knight of Sorrows,Ravnica Allegiance,14,,,,,,,,,,$0.00
1,1,Kraul Foragers,Guilds of Ravnica,135,,,,,,,,,,$0.00
3,3,Krosan Druid,Dominaria,167,,,,,,,,,,$0.00
2,0,Liliana's Devotee,Core Set 2021,298,,,,,,,,,,$0.00
1,1,Llanowar Envoy,Dominaria,169,,,,,,,,,,$0.00
1,1,Luminous Bonds,Rivals of Ixalan,12,,,,,,,,,,$0.00
1,0,Mage's Attendant,Commander Legends: Battle for Baldur's Gate,698,,,,,,,,,,$0.00
1,1,Mark of the Vampire,Ixalan,113,,,,,,,,,,$0.00
4,4,Merchant of the Vale // Haggle,Throne of Eldraine,131,,,,,,,,,,$0.00
1,0,Metropolis Angel,Streets of New Capenna,203,,,,,,,,,,$0.00
1,1,Metropolis Sprite,Core Set 2020,66,,,,,,,,,,$0.00
1,0,Might of the Old Ways,Innistrad: Midnight Hunt,189,,,,,,,,,,$0.00
1,0,Mobilizer Mech,Kamigawa: Neon Dynasty,65,,,,,,,,,,$0.00
9,9,Moonlit Scavengers,Throne of Eldraine,57,,,,,,,,,,$0.00
2,0,Moonrager's Slash,Innistrad: Midnight Hunt,148,,,,,,,,,,$0.00
3,3,Murk Strider,Battle for Zendikar,62,,,,,,,,,,$0.00
1,0,Myrsmith,Kamigawa: Neon Dynasty Commander,86,,,,,,,,,,$0.00
8,0,Mystic Skyfish,Core Set 2021,326,,,,,,,,,,$0.00
1,0,"Naomi, Pillar of Order",Kamigawa: Neon Dynasty,229,,,,,,,,,,$0.00
2,0,Nezumi Prowler,Kamigawa: Neon Dynasty,116,,,,,,,,,,$0.00
2,2,Night Market Guard,Aether Revolt,166,,,,,,,,,,$0.00
1,1,No Escape,War of the Spark,63,,,,,,,,,,$0.00
4,4,Noxious Groodion,Ravnica Allegiance,78,,,,,,,,,,$0.00
3,3,Nylea's Forerunner,Theros Beyond Death,186,,,,,,,,,,$0.00
1,1,Octoprophet,Core Set 2020,70,,,,,,,,,,$0.00
2,2,Order of Midnight // Alter Fate,Throne of Eldraine,99,,,,,,,,,,$0.00
1,1,Passwall Adept,Guilds of Ravnica,50,,,,,,,,,,$0.00
2,2,Phalanx Tactics,Theros Beyond Death,31,,,,,,,,,,$0.00
1,0,Portcullis Vine,Core Set 2021,195,,,,,,,,,,$0.00
1,1,Precise Strike,Aether Revolt,92,,,,,,,,,,$0.00
2,0,Prismite,Core Set 2020,235,,,,,,,,,,$0.00
1,0,Prismite,Core Set 2021,235,,,,,,,,,,$0.00
2,0,Prodigy's Prototype,Kamigawa: Neon Dynasty,231,,,,,,,,,,$0.00
1,0,Prodigy's Prototype,Kamigawa: Neon Dynasty,231,,Japanese,,,,,,,,$0.00
1,1,Prophet of the Peak,Throne of Eldraine,227,,,,,,,,,,$0.00
1,1,Prosperous Pirates,Ixalan,69,,,,,,,,,,$0.00
3,3,Prowling Caracal,Ravnica Allegiance,17,,,,,,,,,,$0.00
3,3,Quench,Ravnica Allegiance,48,,,,,,,,,,$0.00
2,2,Rabid Bite,Shadows over Innistrad,223,,,,,,,,,,$0.00
2,2,Rakdos Guildgate,Ravnica Allegiance,256,,,,,,,,,,$0.00
1,1,Rakdos Roustabout,Ravnica Allegiance,198,,,,,,,,,,$0.00
2,2,Rampaging Rendhorn,Ravnica Allegiance,135,,,,,,,,,,$0.00
1,0,Read the Tides,Core Set 2021,62,,,,,,,,,,$0.00
1,1,Relentless Advance,War of the Spark,64,,,,,,,,,,$0.00
1,0,Replication Specialist,Kamigawa: Neon Dynasty,76,,,,,,,,,,$0.00
1,1,Rhizome Lurcher,Guilds of Ravnica,196,,,,,,,,,,$0.00
1,0,Riveteers Requisitioner,Streets of New Capenna,121,,,,,,,,,,$0.00
1,1,Sanitarium Skeleton,Core Set 2020,112,,,,,,,,,,$0.00
3,3,Savage Smash,Ravnica Allegiance,203,,,,,,,,,,$0.00
1,1,Scalding Cauldron,Throne of Eldraine,229,,,foil,,,,,,,$0.00
2,2,Sea God's Scorn,Theros Beyond Death,63,,,,,,,,,,$0.00
1,1,Seeker of Insight,Amonkhet,69,,,,,,,,,,$0.00
1,1,Severed Strands,Guilds of Ravnica,85,,,,,,,,,,$0.00
2,2,Shaper Apprentice,Ixalan,75,,,,,,,,,,$0.00
1,1,Shatter Assumptions,Modern Horizons,106,,,,,,,,,,$0.00
1,1,Shivan Fire,Dominaria,142,,,,,,,,,,$0.00
1,1,Siege Wurm,Guilds of Ravnica,144,,,,,,,,,,$0.00
1,1,Simic Guildgate,Ravnica Allegiance,257,,,,,,,,,,$0.00
3,3,Skymarch Bloodletter,Ixalan,124,,,,,,,,,,$0.00
1,1,Skymarch Bloodletter,Core Set 2019,119,,,,,,,,,,$0.00
2,2,Sleep of the Dead,Theros Beyond Death,66,,,,,,,,,,$0.00
1,1,Smelt,Core Set 2019,158,,,,,,,,,,$0.00
1,1,Spirit of the Spires,Ravnica Allegiance,23,,,,,,,,,,$0.00
1,1,Spitfire Lagac,Zendikar Rising,167,,,,,,,,,,$0.00
1,0,Stinging Scorpion,"",,Near Mint,English,,,,,,,,$0.00
2,2,Storm Fleet Pyromancer,Ixalan,163,,,,,,,,,,$0.00
1,1,Storm Strike,Ravnica Allegiance,119,,,,,,,,,,$0.00
1,1,Storm the Citadel,War of the Spark,178,,,,,,,,,,$0.00
1,1,Strategic Planning,Hour of Devastation,47,,,,,,,,,,$0.00
1,1,String of Disappearances,Modern Horizons,72,,,,,,,,,,$0.00
1,1,Sweatworks Brawler,Aether Revolt,100,,,,,,,,,,$0.00
1,1,Sweet Oblivion,Theros Beyond Death,70,,,,,,,,,,$0.00
4,0,Swift Response,Core Set 2021,40,,,,,,,,,,$0.00
1,0,Swiftwater Cliffs,Kamigawa: Neon Dynasty,277,,,,,,,,,,$0.00
4,4,Tall as a Beanstalk,Throne of Eldraine,178,,,,,,,,,,$0.00
3,0,Tempered Veteran,Core Set 2021,41,,,,,,,,,,$0.00
5,5,Tempting Witch,Throne of Eldraine,108,,,,,,,,,,$0.00
1,1,Thornhide Wolves,Shadows over Innistrad,232,,,,,,,,,,$0.00
3,3,Traveler's Amulet,Theros Beyond Death,240,,,,,,,,,,$0.00
1,0,Trufflesnout,Core Set 2021,212,,,,,,,,,,$0.00
1,1,"Tymaret, Chosen from Death",Theros Beyond Death,263,,,,,,,,,,$0.00
1,0,Undercellar Sweep,Commander Legends: Battle for Baldur's Gate,47,,,,,,,,,,$0.00
1,1,Undercity Uprising,Guilds of Ravnica,210,,,,,,,,,,$0.00
6,6,Unexplained Vision,Throne of Eldraine,70,,,,,,,,,,$0.00
1,0,Unyielding Krumar,Khans of Tarkir,94,,,,,,,,,,$0.00
1,1,Vial of Dragonfire,Dragons of Tarkir,247,,,,,,,,,,$0.00
1,1,Vial of Dragonfire,Core Set 2020,241,,,,,,,,,,$0.00
1,0,"Viconia, Drow Apostate",Commander Legends: Battle for Baldur's Gate,156,,,,,,,,,,$0.00
2,0,Voltage Surge,Kamigawa: Neon Dynasty,171,,,,,,,,,,$0.00
2,2,Wall of Runes,War of the Spark,75,,,,,,,,,,$0.00
1,0,Warded Battlements,Core Set 2021,44,,,,,,,,,,$0.00
1,1,Warden of the Chained,Theros Beyond Death,230,,,,,,,,,,$0.00
1,1,Weldfast Monitor,Kaladesh,238,,,,,,,,,,$0.00
1,1,Wily Bandar,Kaladesh,175,,,,,,,,,,$0.00
1,0,Young Red Dragon // Bathe in Gold,Commander Legends: Battle for Baldur's Gate,210,,,,,,,,,,$0.00
7,7,Youthful Knight,Throne of Eldraine,37,,,,,,,,,,$0.00
1,1,Zulaport Chainmage,Oath of the Gatewatch,93,,,,,,,,,,$0.00
1,0,Academy Drake,Dominaria,40,,,,,,,,,,$0.00
1,0,Act of Treason,Gatecrash,85,,,,,,,,,,$0.00
1,0,Act of Treason,Core Set 2019,127,,,,,,,,,,$0.00
3,0,Agonizing Syphon,Core Set 2020,83,,,,,,,,,,$0.00
2,0,Ahn-Crop Invader,War of the Spark,113,,,,,,,,,,$0.00
1,0,Air Elemental,Core Set 2020,44,,,,,,,,,,$0.00
3,0,Alchemist's Gift,Core Set 2021,87,,,,,,,,,,$0.00
2,0,Ancient Crab,Oath of the Gatewatch,50,,,,,,,,,,$0.00
1,0,Angelic Gift,Core Set 2020,5,,,,,,,,,,$0.00
6,0,Anointed Chorister,Core Set 2021,4,,,,,,,,,,$0.00
2,0,Anointed Deacon,Ixalan,89,,,,,,,,,,$0.00
1,0,Anvilwrought Raptor,Core Set 2020,221,,,,,,,,,,$0.00
1,0,Arcane Investigator,Adventures in the Forgotten Realms,46,,,,,,,,,,$0.00
1,0,Arcanist's Owl,Kamigawa: Neon Dynasty Commander,135,,,,,,,,,,$0.00
4,0,Ardenvale Paladin,Throne of Eldraine,4,,,,,,,,,,$0.00
1,0,Arena Trickster,Theros Beyond Death,126,,,,,,,,,,$0.00
2,0,Armor of Shadows,Commander Legends: Battle for Baldur's Gate,112,,,,,,,,,,$0.00
1,0,Arrester's Admonition,Ravnica Allegiance,31,,,,,,,,,,$0.00
1,0,Arrogant Outlaw,Innistrad: Midnight Hunt,84,,,,,,,,,,$0.00
1,0,Asari Captain,Kamigawa: Neon Dynasty,215,,,foil,,,,,,,$0.00
1,0,Asari Captain,Kamigawa: Neon Dynasty,215,,Japanese,foil,,,,,,,$0.00
2,1,Ashiok's Skulker,War of the Spark,40,,,,,,,,,,$0.00
1,1,Aspect of Lamprey,Theros Beyond Death,85,,,,,,,,,,$0.00
2,0,Audacious Infiltrator,Aether Revolt,7,,,,,,,,,,$0.00
3,0,Aven Gagglemaster,Core Set 2021,5,,,,,,,,,,$0.00
1,0,Aven Initiate,Amonkhet,43,,,,,,,,,,$0.00
2,2,Barony Vampire,Core Set 2020,85,,,,,,,,,,$0.00
7,7,Barrow Witches,Throne of Eldraine,77,,,,,,,,,,$0.00
3,2,Bartered Cow,Throne of Eldraine,6,,,,,,,,,,$0.00
4,0,Basri's Acolyte,Core Set 2021,8,,,,,,,,,,$0.00
1,0,Bastion Enforcer,Aether Revolt,8,,,,,,,,,,$0.00
1,0,Bat Whisperer,Innistrad: Midnight Hunt,86,,,,,,,,,,$0.00
1,0,Benalish Honor Guard,Dominaria,5,,,,,,,,,,$0.00
1,0,Blade Instructor,Guilds of Ravnica,1,,,,,,,,,,$0.00
1,0,Bladebrand,Innistrad: Midnight Hunt,87,,,,,,,,,,$0.00
2,2,Blight-Breath Catoblepas,Theros Beyond Death,86,,,,,,,,,,$0.00
8,0,Blinding Drone,Oath of the Gatewatch,41,,,,,,,,,,$0.00
4,4,Bloodhaze Wolverine,Throne of Eldraine,113,,,,,,,,,,$0.00
3,1,Blow Your House Down,Throne of Eldraine,114,,,,,,,,,,$0.00
1,1,Bogstomper,Core Set 2019,87,,,,,,,,,,$0.00
2,0,Bone Pit Brute,Core Set 2021,132,,,,,,,,,,$0.00
3,0,Bone to Ash,Core Set 2020,48,,,,,,,,,,$0.00
1,0,Boreal Elemental,Core Set 2020,49,,,,,,,,,,$0.00
2,0,Bounding Wolf,Innistrad: Midnight Hunt,170,,,,,,,,,,$0.00
1,0,Bramble Armor,Innistrad: Midnight Hunt,171,,,,,,,,,,$0.00
2,1,Brimstone Trebuchet,Throne of Eldraine,116,,,,,,,,,,$0.00
2,2,Brine Giant,Theros Beyond Death,44,,,,,,,,,,$0.00
1,1,Bronze Sword,Theros Beyond Death,232,,,,,,,,,,$0.00
2,1,Bulwark Giant,War of the Spark,7,,,,,,,,,,$0.00
5,0,Burn Bright,Ravnica Allegiance,93,,,,,,,,,,$0.00
1,0,Burn Bright,Core Set 2021,134,,,,,,,,,,$0.00
1,0,Burning Vengeance,Commander 2019,135,,,,,,,,,,$0.00
2,1,Burning-Tree Vandal,Ravnica Allegiance,94,,,,,,,,,,$0.00
1,1,Burning-Yard Trainer,Throne of Eldraine,117,,,,,,,,,,$0.00
1,0,Call the Cavalry,Dominaria,9,,,,,,,,,,$0.00
1,0,Canal Monitor,Rivals of Ixalan,63,,,,,,,,,,$0.00
1,0,Candlegrove Witch,Innistrad: Midnight Hunt,8,,,,,,,,,,$0.00
2,0,Candlelight Vigil,Guilds of Ravnica,3,,,,,,,,,,$0.00
1,0,Captain's Call,Commander Legends,15,,,,,,,,,,$0.00
1,0,Capture Sphere,Guilds of Ravnica,31,,,,,,,,,,$0.00
1,0,Carrion Imp,Ravnica Allegiance,66,,,,,,,,,,$0.00
2,0,Carrion Screecher,Hour of Devastation,61,,,,,,,,,,$0.00
2,0,Cartouche of Ambition,Amonkhet,83,,,,,,,,,,$0.00
1,0,Celestial Enforcer,Core Set 2021,11,,,,,,,,,,$0.00
1,0,Celestus Sanctifier,Innistrad: Midnight Hunt,12,,,,,,,,,,$0.00
5,1,Centaur Courser,Core Set 2020,168,,,,,,,,,,$0.00
2,1,Centaur Nurturer,War of the Spark,156,,,,,,,,,,$0.00
1,0,Centaur Peacemaker,Guilds of Ravnica,158,,,,,,,,,,$0.00
3,3,Chain to Memory,Theros Beyond Death,46,,,,,,,,,,$0.00
2,1,Chainwhip Cyclops,War of the Spark,118,,,,,,,,,,$0.00
1,0,Chandra's Outrage,Masters 25,124,,,,,,,,,,$0.00
2,0,Chandra's Outrage,Core Set 2020,130,,,,,,,,,,$0.00
3,0,Chandra's Pyreling,Core Set 2021,138,,,,,,,,,,$0.00
1,0,Chandra's Pyrohelix,War of the Spark,120,,,,,,,,,,$0.00
11,6,Charmed Sleep,Throne of Eldraine,40,,,,,,,,,,$0.00
1,0,Chillbringer,Ravnica Allegiance,33,,,,,,,,,,$0.00
1,0,Civic Stalwart,Ravnica Allegiance,6,,,,,,,,,,$0.00
1,0,Clarion Cathars,Innistrad: Midnight Hunt,14,,,,,,,,,,$0.00
1,0,Cliffside Lookout,Battle for Zendikar,20,,,,,,,,,,$0.00
1,0,Collar the Culprit,Guilds of Ravnica,5,,,,,,,,,,$0.00
1,0,Colossal Dreadmaw,Core Set 2021,176,,,,,,,,,,$0.00
2,0,Colossapede,Amonkhet,161,,,,,,,,,,$0.00
1,0,Concordia Pegasus,Ravnica Allegiance,7,,,,,,,,,,$0.00
1,0,Concordia Pegasus,Core Set 2021,12,,,,,,,,,,$0.00
1,0,Consign to the Pit,Ravnica Allegiance,69,,,,,,,,,,$0.00
1,0,Coral Commando,Ravnica Allegiance,36,,,,,,,,,,$0.00
1,0,Cowl Prowler,Battlebond,193,,,,,,,,,,$0.00
1,0,Crossroads Candleguide,Innistrad: Midnight Hunt,253,,,,,,,,,,$0.00
2,2,Crush Dissent,War of the Spark,47,,,,,,,,,,$0.00
2,2,Crushing Canopy,Ixalan,183,,,,,,,,,,$0.00
1,0,Crypt Lurker,Core Set 2021,93,,,,,,,,,,$0.00
1,1,Crystal Slipper,Throne of Eldraine,119,,,,,,,,,,$0.00
1,1,Darkblade Agent,Guilds of Ravnica,164,,,,,,,,,,$0.00
1,1,Daybreak Chaplain,Core Set 2020,12,,,,,,,,,,$0.00
1,0,Daybreak Charger,Core Set 2021,14,,,,,,,,,,$0.00
5,5,Daybreak Chimera,Theros Beyond Death,10,,,,,,,,,,$0.00
5,5,Dead Weight,Guilds of Ravnica,67,,,,,,,,,,$0.00
3,3,Deeproot Warrior,Ixalan,186,,,,,,,,,,$0.00
1,1,Deface,Ravnica Allegiance,98,,,,,,,,,,$0.00
1,1,Demolish,Magic Origins,139,,,,,,,,,,$0.00
1,1,Demolish,War of the Spark,123,,,,,,,,,,$0.00
1,1,Deny the Divine,Theros Beyond Death,47,,,,,,,,,,$0.00
1,1,Desperate Ravings,Commander 2019,137,,,,,,,,,,$0.00
4,4,Destructive Tampering,Aether Revolt,78,,,,,,,,,,$0.00
1,0,Devious Cover-Up,Innistrad: Midnight Hunt,48,,,,,,,,,,$0.00
1,1,Dhund Operative,Kaladesh,74,,,,,,,,,,$0.00
1,1,Discordant Piper,Theros Beyond Death,88,,,,,,,,,,$0.00
1,1,Dispersal Technician,Aether Revolt,32,,,,,,,,,,$0.00
1,0,Disruption Protocol,Kamigawa: Neon Dynasty,51,,,,,,,,,,$0.00
1,1,Divine Arrow,War of the Spark,10,,,,,,,,,,$0.00
1,1,Diviner's Lockbox,Core Set 2020,225,,,,,,,,,,$0.00
2,2,Douser of Lights,Guilds of Ravnica,70,,,,,,,,,,$0.00
1,1,Drana's Silencer,Zendikar Rising,99,,,,,,,,,,$0.00
4,4,Dreadful Apathy,Theros Beyond Death,11,,,,,,,,,,$0.00
3,0,Drowsing Tyrannodon,Core Set 2021,178,,,,,,,,,,$0.00
1,1,Drudge Sentinel,Dominaria,89,,,,,,,,,,$0.00
1,1,Dub,Dominaria,15,,,,,,,,,,$0.00
2,0,Duel for Dominance,Innistrad: Midnight Hunt,184,,,,,,,,,,$0.00
1,0,Duelcraft Trainer,Innistrad: Midnight Hunt,16,,,,,,,,,,$0.00
2,2,Dune Beetle,Amonkhet,89,,,,,,,,,,$0.00
3,0,Durable Coilbug,Ikoria: Lair of Behemoths,85,,,,,,,,,,$0.00
2,2,Duskmantle Operative,War of the Spark,88,,,,,,,,,,$0.00
1,1,Eddytrail Hawk,Kaladesh,12,,,,,,,,,,$0.00
2,2,Eidolon of Philosophy,Theros Beyond Death,48,,,,,,,,,,$0.00
1,1,Electrify,Core Set 2019,139,,,,,,,,,,$0.00
3,3,Elite Instructor,Theros Beyond Death,49,,,,,,,,,,$0.00
1,1,Elvish Fury,Modern Horizons,162,,,,,,,,,,$0.00
2,2,Embereth Paladin,Throne of Eldraine,121,,,,,,,,,,$0.00
1,1,Enforcer Griffin,War of the Spark,11,,,,,,,,,,$0.00
2,2,Erstwhile Trooper,Guilds of Ravnica,169,,,,,,,,,,$0.00
2,2,Excavation Elephant,Dominaria,17,,,,,,,,,,$0.00
1,1,Expedition Raptor,Battlebond,92,,,,,,,,,,$0.00
1,1,Eyekite,Modern Horizons,49,,,,,,,,,,$0.00
1,0,Falcon Abomination,Innistrad: Midnight Hunt,52,,,,,,,,,,$0.00
1,0,Falconer Adept,Core Set 2021,18,,,,,,,,,,$0.00
1,0,Famished Foragers,Innistrad: Midnight Hunt,138,,,,,,,,,,$0.00
1,1,Fearless Halberdier,Guilds of Ravnica,100,,,,,,,,,,$0.00
2,2,Fell the Pheasant,Throne of Eldraine,153,,,,,,,,,,$0.00
2,2,Feral Invocation,Core Set 2020,170,,,,,,,,,,$0.00
4,4,Festive Funeral,Throne of Eldraine,87,,,,,,,,,,$0.00
1,0,Fetid Imp,Core Set 2021,98,,,,,,,,,,$0.00
2,2,Fierce Witchstalker,Throne of Eldraine,154,,,,,,,,,,$0.00
1,1,Fiery Finish,Core Set 2019,140,,,,,,,,,,$0.00
2,0,Finishing Blow,Core Set 2021,99,,,,,,,,,,$0.00
3,3,Fire Shrine Keeper,Ixalan,144,,,,,,,,,,$0.00
2,2,Fire Urchin,Guilds of Ravnica,101,,,,,,,,,,$0.00
1,1,Fireforger's Puzzleknot,Kaladesh,213,,,,,,,,,,$0.00
1,0,Firmament Sage,Innistrad: Midnight Hunt,53,,,,,,,,,,$0.00
1,0,Flare of Faith,Innistrad: Midnight Hunt,19,,,,,,,,,,$0.00
3,3,Flutterfox,Throne of Eldraine,12,,,,,,,,,,$0.00
3,3,Fortifying Provisions,Throne of Eldraine,13,,,,,,,,,,$0.00
1,1,Frenzied Rage,Dominaria,124,,,,,,,,,,$0.00
1,1,Frenzied Raptor,Ixalan,146,,,,,,,,,,$0.00
2,2,Frilled Sea Serpent,Core Set 2020,61,,,,,,,,,,$0.00
1,0,Frost Breath,Core Set 2021,51,,,,,,,,,,$0.00
4,4,Frost Lynx,Core Set 2020,62,,,,,,,,,,$0.00
1,1,Funeral Rites,Theros Beyond Death,97,,,,,,,,,,$0.00
1,1,Gaea's Protector,Dominaria,162,,,,,,,,,,$0.00
4,0,Gale Swooper,Core Set 2021,20,,,,,,,,,,$0.00
4,4,Garenbrig Paladin,Throne of Eldraine,157,,,,,,,,,,$0.00
5,5,Garenbrig Squire,Throne of Eldraine,158,,,,,,,,,,$0.00
2,0,Gavony Trapper,Innistrad: Midnight Hunt,22,,,,,,,,,,$0.00
3,3,Gearsmith Guardian,Core Set 2019,237,,,,,,,,,,$0.00
1,1,Get the Point,Ravnica Allegiance,176,,,,,,,,,,$0.00
1,1,Ghirapur Guide,Kaladesh,156,,,,,,,,,,$0.00
1,1,Ghirapur Osprey,Aether Revolt,20,,,,,,,,,,$0.00
2,2,Giant Spider,Core Set 2019,183,,,,,,,,,,$0.00
2,2,Gideon's Reproach,Dominaria,19,,,,,,,,,,$0.00
2,2,Gift of Strength,Hour of Devastation,117,,,,,,,,,,$0.00
1,1,Glory Bearers,Theros Beyond Death,17,,,,,,,,,,$0.00
1,1,Goblin Assailant,War of the Spark,128,,,,,,,,,,$0.00
1,1,Goblin Bird-Grabber,Core Set 2020,142,,,,,,,,,,$0.00
3,0,Goremand,Core Set 2021,101,,,,,,,,,,$0.00
1,1,Gorgon Recluse,Commander 2019,116,,,,,,,,,,$0.00
1,1,Graven Abomination,Hour of Devastation,162,,,,,,,,,,$0.00
3,0,Grim Physician,Theros Beyond Death,100,,,,,,,,,,$0.00
1,0,Grizzly Ghoul,Innistrad: Midnight Hunt,226,,,,,,,,,,$0.00
1,1,Grotesque Demise,Ravnica Allegiance,75,,,,,,,,,,$0.00
1,1,Gruesome Scourger,Core Set 2020,104,,,,,,,,,,$0.00
1,1,Harrier Naga,Hour of Devastation,118,,,,,,,,,,$0.00
2,2,Headstrong Brute,Ixalan,147,,,,,,,,,,$0.00
1,1,Heartfire,War of the Spark,131,,,,,,,,,,$0.00
4,4,Henge Walker,Throne of Eldraine,221,,,,,,,,,,$0.00
3,3,Hero of the Games,Theros Beyond Death,137,,,,,,,,,,$0.00
1,1,Hero of the Pride,Theros Beyond Death,22,,,,,,,,,,$0.00
3,3,Hero of the Winds,Theros Beyond Death,23,,,,,,,,,,$0.00
2,2,Highland Game,Core Set 2019,188,,,,,,,,,,$0.00
1,1,Hinterland Drake,Aether Revolt,34,,,,,,,,,,$0.00
2,0,Hobblefiend,Core Set 2021,152,,,,,,,,,,$0.00
1,0,Hobgoblin Captain,Adventures in the Forgotten Realms,148,,,,,,,,,,$0.00
3,3,Hostile Minotaur,Core Set 2019,147,,,,,,,,,,$0.00
1,1,Humongulus,Ravnica Allegiance,41,,,,,,,,,,$0.00
4,0,Hunter's Edge,Core Set 2021,189,,,,,,,,,,$0.00
1,1,Igneous Elemental,Modern Horizons,133,,,,,,,,,,$0.00
1,0,Immolation,Innistrad: Midnight Hunt,144,,,,,,,,,,$0.00
3,3,Impeccable Timing,Amonkhet,18,,,,,,,,,,$0.00
1,1,Impending Doom,Theros Beyond Death,139,,,,,,,,,,$0.00
1,1,Incendiary Oracle,Theros Beyond Death,140,,,,,,,,,,$0.00
3,3,Indomitable Will,Theros Beyond Death,25,,,,,,,,,,$0.00
3,2,Infernal Scarring,Core Set 2019,103,,,,,,,,,,$0.00
4,0,Infernal Scarring,Core Set 2021,105,,,,,,,,,,$0.00
3,1,Infuriate,Theros Beyond Death,141,,,,,,,,,,$0.00
3,3,Insatiable Appetite,Throne of Eldraine,162,,,,,,,,,,$0.00
1,1,Inspired Charge,Core Set 2020,24,,,,,,,,,,$0.00
1,1,Invading Manticore,War of the Spark,134,,,,,,,,,,$0.00
1,0,Invigorating Hot Spring,Kamigawa: Neon Dynasty,223,,,,,,,,,,$0.00
2,2,Iroas's Blessing,Theros Beyond Death,142,,,,,,,,,,$0.00
1,1,Iron Bully,War of the Spark,240,,,,,,,,,,$0.00
1,1,Ironclad Krovod,War of the Spark,19,,,,,,,,,,$0.00
1,1,Ironshell Beetle,Guilds of Ravnica,134,,,,,,,,,,$0.00
1,0,Isolation Zone,Oath of the Gatewatch,22,,,,,,,,,,$0.00
3,3,Jousting Lance,Dominaria,221,,,,,,,,,,$0.00
1,0,Kami of Industry,Kamigawa: Neon Dynasty,149,,Japanese,foil,,,,,,,$0.00
2,0,Keen Glidemaster,Core Set 2021,54,,,,,,,,,,$0.00
1,1,Knight of Old Benalia,Modern Horizons,17,,,,,,,,,,$0.00
4,4,Knight of the Keep,Throne of Eldraine,19,,,,,,,,,,$0.00
2,2,Knight of the Tusk,Core Set 2019,18,,,,,,,,,,$0.00
5,5,Knight's Pledge,Core Set 2019,19,,,,,,,,,,$0.00
1,1,Kraul Stinger,War of the Spark,165,,,,,,,,,,$0.00
3,3,Kronch Wrangler,War of the Spark,166,,,,,,,,,,$0.00
1,0,Lambholt Harrier,Innistrad: Midnight Hunt,145,,,,,,,,,,$0.00
2,0,Lantern of Revealing,Commander Legends: Battle for Baldur's Gate,318,,,,,,,,,,$0.00
1,0,Larder Zombie,Innistrad: Midnight Hunt,58,,,,,,,,,,$0.00
3,3,Lash of Thorns,Throne of Eldraine,92,,,,,,,,,,$0.00
1,1,Law-Rune Enforcer,War of the Spark,20,,,,,,,,,,$0.00
2,2,Lawless Broker,Kaladesh,86,,,,,,,,,,$0.00
2,2,Lazotep Behemoth,War of the Spark,95,,,,,,,,,,$0.00
5,5,Lead by Example,Battlebond,205,,,,,,,,,,$0.00
1,1,Lead by Example,Oath of the Gatewatch,134,,,,,,,,,,$0.00
1,1,Leapfrog,Guilds of Ravnica,42,,,,,,,,,,$0.00
2,0,Legion's Judgment,Core Set 2021,24,,,,,,,,,,$0.00
5,5,Leonin of the Lost Pride,Theros Beyond Death,28,,,,,,,,,,$0.00
3,0,Library Larcenist,Core Set 2021,55,,,,,,,,,,$0.00
3,3,Lich's Caress,Core Set 2019,105,,,,,,,,,,$0.00
1,1,Lifecraft Cavalry,Aether Revolt,113,,,,,,,,,,$0.00
1,1,Loathsome Chimera,Theros Beyond Death,177,,,,,,,,,,$0.00
3,3,Locthwain Gargoyle,Throne of Eldraine,225,,,,,,,,,,$0.00
3,3,Locthwain Paladin,Throne of Eldraine,93,,,,,,,,,,$0.00
2,2,Lost Legion,Throne of Eldraine,94,,,,,,,,,,$0.00
